pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
CH,2024-09-23,86.3,-1.74,5.04,"Nola, Aaron",643565,605400,,ball,,,,,11,Mike Tauchman singles on a ground ball to right fielder Nick Castellanos.,R,L,R,PHI,CHC,B,,,1,1,2024,-1.25,0.4,-1.61,2.92,,,,1,6,Top,,,,,,,2.89219162545355,-125.6053781255195,0.3824519894907946,-13.840707949697457,25.87250204236704,-28.242928056805063,3.74,1.78,,,,87.1,1614,6.8,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.71,,,,,,,,45,3,Changeup,5,0,0,5,0,5,0,5,Standard,Standard,249,0.0,0.059,,,,-0.059,,5,-5,0.968,0.032,31,33,31,34,3,2,5,1,6,1,2.66,1.25,-1.25,17.9
KC,2024-09-23,77.4,-1.7,5.1,"Nola, Aaron",643565,605400,,swinging_strike,,,,,8,Mike Tauchman singles on a ground ball to right fielder Nick Castellanos.,R,L,R,PHI,CHC,S,,,1,0,2024,1.58,-0.82,0.21,1.72,,,,1,6,Top,,,,,,,1.1867471058991927,-112.66146627888608,1.2951588279381931,13.125917862933658,22.123597774038785,-39.56812893894427,3.46,1.65,,,,77.5,2652,6.6,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.94,,,,,,,,45,2,Knuckle Curve,5,0,0,5,0,5,0,5,Standard,Standard,55,0.0,-0.051,72.4,8.3,,0.051,,5,-5,0.968,0.032,31,33,31,34,3,2,5,1,6,1,4.64,-1.58,1.58,19.4
FF,2024-09-23,91.6,-1.57,5.15,"Nola, Aaron",643565,605400,,ball,,,,,12,Mike Tauchman singles on a ground ball to right fielder Nick Castellanos.,R,L,R,PHI,CHC,B,,,0,0,2024,-0.8,1.26,1.21,3.52,,,,1,6,Top,,,,,,,8.846378911247637,-133.05993576803587,-0.936249057897108,-11.424655114981638,29.25527358523618,-17.24472837846596,3.74,1.71,,,,92.5,2274,7.0,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.53,,,,,,,,45,1,4-Seam Fastball,5,0,0,5,0,5,0,5,Standard,Standard,227,0.0,0.039,,,,-0.039,,5,-5,0.968,0.032,31,33,31,34,3,2,5,1,6,1,1.47,0.8,-0.8,18.3
KC,2024-09-23,79.0,-1.65,5.13,"Nola, Aaron",676679,605400,strikeout,swinging_strike,,,,,9,Luis Vazquez strikes out swinging.,R,R,R,PHI,CHC,S,2.0,,2,2,2024,1.29,-1.14,0.65,1.63,,,,0,6,Top,,,,,,,2.6424338126009186,-114.87292918791464,1.431268752098263,10.72555472014991,24.07406377041345,-42.734919334386014,3.37,1.53,,,,79.3,2737,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.64,,0.0,0.0,1.0,0.0,0.0,,44,5,Knuckle Curve,5,0,0,5,0,5,0,5,Standard,Standard,61,0.01,-0.227,76.9,8.3,,0.227,,5,-5,0.958,0.042,31,24,31,25,2,1,5,2,6,6,4.84,-1.29,-1.29,24.1
FF,2024-09-23,90.8,-1.73,5.23,"Nola, Aaron",676679,605400,,ball,,,,,11,Luis Vazquez strikes out swinging.,R,R,R,PHI,CHC,B,,,1,2,2024,-0.99,1.13,-1.31,4.71,,,,0,6,Top,,,,,,,3.207508045315456,-132.19173751737296,2.2220271069316615,-12.280380112567464,28.53017249585923,-19.58393251011835,3.54,1.69,,,,91.8,2329,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.61,,,,,,,,44,4,4-Seam Fastball,5,0,0,5,0,5,0,5,Standard,Standard,231,0.0,0.04,,,,-0.04,,5,-5,0.958,0.042,31,24,31,25,2,1,5,2,6,6,1.63,0.99,0.99,22.8
FC,2024-09-23,87.1,-1.82,5.12,"Nola, Aaron",676679,605400,,called_strike,,,,,14,Luis Vazquez strikes out swinging.,R,R,R,PHI,CHC,S,,,1,1,2024,-0.3,0.96,0.94,1.81,,,,0,6,Top,,,,,,,7.333038117125464,-126.7341032422005,-3.8594710963109966,-4.624891001436509,22.808934799737248,-21.216498196815124,3.62,1.64,,,,88.5,2316,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.58,,,,,,,,44,3,Cutter,5,0,0,5,0,5,0,5,Standard,Standard,222,0.0,-0.056,,,,0.056,,5,-5,0.958,0.042,31,24,31,25,2,1,5,2,6,6,2.02,0.3,0.3,20.4
SI,2024-09-23,90.7,-1.82,5.1,"Nola, Aaron",676679,605400,,called_strike,,,,,3,Luis Vazquez strikes out swinging.,R,R,R,PHI,CHC,S,,,1,0,2024,-1.46,0.86,0.8,2.85,,,,0,6,Top,,,,,,,9.774193908262095,-131.78017877450657,-1.547990878183239,-19.033261283165665,27.923229479958504,-21.977546614523828,3.37,1.56,,,,91.7,2398,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.56,,,,,,,,44,2,Sinker,5,0,0,5,0,5,0,5,Standard,Standard,227,0.0,-0.049,,,,0.049,,5,-5,0.958,0.042,31,24,31,25,2,1,5,2,6,6,1.91,1.46,1.46,17.9
SI,2024-09-23,90.4,-1.8,5.07,"Nola, Aaron",676679,605400,,ball,,,,,11,Luis Vazquez strikes out swinging.,R,R,R,PHI,CHC,B,,,0,0,2024,-1.54,0.65,-1.16,2.59,,,,0,6,Top,,,,,,,4.905781258531658,-131.6442287313049,-1.622507138270798,-18.90024283413808,28.492214848451923,-24.47360260266699,3.2,1.51,,,,91.3,2232,6.8,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.69,,,,,,,,44,1,Sinker,5,0,0,5,0,5,0,5,Standard,Standard,234,0.0,0.038,,,,-0.038,,5,-5,0.958,0.042,31,24,31,25,2,1,5,2,6,6,2.14,1.54,1.54,17.3
KC,2024-09-23,78.6,-1.68,5.16,"Nola, Aaron",542194,605400,field_out,hit_into_play,,,,,4,Christian Bethancourt flies out to left fielder Brandon Marsh.,R,R,R,PHI,CHC,X,7.0,fly_ball,0,0,2024,1.47,-0.84,-0.5,2.44,,,,2,5,Top,73.22,125.97,,,,,-0.1729932198738975,-114.46365319129686,2.52609662827491,12.947167011311327,21.927175500225328,-40.24617423571506,3.5,1.72,224.0,94.6,56.0,78.7,2550,6.4,745527,592663,547180,681082,664761,607208,669016,679032,592206,54.1,0.02,0.031,0.0,1.0,0.0,0.0,3.0,38,1,Knuckle Curve,4,0,0,4,0,4,0,4,Standard,Standard,59,0.005,-0.256,72.1,7.6,0.044,0.256,94.6,4,-4,0.932,0.068,31,32,31,33,2,1,5,3,6,6,4.54,-1.47,-1.47,17.7
KC,2024-09-23,78.2,-1.76,5.12,"Nola, Aaron",691718,605400,field_out,hit_into_play,,,,,14,Pete Crow-Armstrong flies out to center fielder Johan Rojas.,R,L,R,PHI,CHC,X,8.0,fly_ball,0,1,2024,1.32,-0.6,0.83,1.07,,,,1,5,Top,173.64,56.74,,,,,3.1551712182039093,-113.77933285149504,-0.6809170507724059,10.81138939595738,22.27874350196724,-37.48037898932289,3.31,1.52,370.0,94.5,31.0,78.3,2598,6.5,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.96,0.131,0.222,0.0,1.0,0.0,0.0,3.0,37,2,Knuckle Curve,4,0,0,4,0,4,0,4,Standard,Standard,54,0.011,-0.219,69.7,8.0,0.411,0.219,94.5,4,-4,0.921,0.079,31,22,31,22,2,1,5,1,6,1,4.35,-1.32,1.32,18.9
FF,2024-09-23,92.8,-1.64,5.15,"Nola, Aaron",691718,605400,,swinging_strike,,,,,12,Pete Crow-Armstrong flies out to center fielder Johan Rojas.,R,L,R,PHI,CHC,S,,,0,0,2024,-1.02,1.12,0.88,3.74,,,,1,5,Top,,,,,,,8.783013844812814,-134.86868465532046,-0.2403327167749795,-14.332196344021352,29.929932983677777,-18.674200285799095,3.31,1.52,,,,93.7,2390,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.57,,,,,,,,37,1,4-Seam Fastball,4,0,0,4,0,4,0,4,Standard,Standard,224,0.0,-0.037,69.6,6.2,,0.037,,4,-4,0.921,0.079,31,22,31,22,2,1,5,1,6,1,1.54,1.02,-1.02,19.4
SI,2024-09-23,90.4,-1.78,4.98,"Nola, Aaron",663538,605400,field_out,hit_into_play,,,,,13,"Nico Hoerner grounds out, third baseman Alec Bohm to first baseman Bryce Harper.",R,R,R,PHI,CHC,X,5.0,ground_ball,0,1,2024,-1.31,0.48,-0.37,1.43,,,,0,5,Top,109.61,171.04,,,,,6.4005551909343446,-131.5644113053684,-4.019195800371671,-16.56945239453006,25.170231177274378,-26.016504042273695,3.29,1.58,3.0,83.7,-27.0,91.8,2130,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.59,0.051,0.066,0.0,1.0,0.0,0.0,2.0,36,2,Sinker,4,0,0,4,0,4,0,4,Standard,Standard,234,0.016,-0.217,70.8,7.2,0.058,0.217,88.0,4,-4,0.905,0.095,31,27,31,27,2,1,5,2,6,1,2.29,1.31,1.31,15.7
KC,2024-09-23,77.5,-1.71,5.15,"Nola, Aaron",663538,605400,,called_strike,,,,,8,"Nico Hoerner grounds out, third baseman Alec Bohm to first baseman Bryce Harper.",R,R,R,PHI,CHC,S,,,0,0,2024,1.27,-0.93,0.13,2.03,,,,0,5,Top,,,,,,,1.6354896836969417,-112.90790785336692,1.965126602071078,10.558112557191016,20.175407124780445,-40.70890086454391,3.29,1.64,,,,78.2,2516,6.7,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.84,,,,,,,,36,1,Knuckle Curve,4,0,0,4,0,4,0,4,Standard,Standard,60,0.0,-0.037,,,,0.037,,4,-4,0.905,0.095,31,27,31,27,2,1,5,2,6,1,4.71,-1.27,-1.27,22.6
FC,2024-09-23,87.1,-1.68,5.1,"Nola, Aaron",670623,605400,field_out,hit_into_play,,,,,12,"Isaac Paredes grounds out, third baseman Alec Bohm to first baseman Bryce Harper.",R,R,R,PHI,CHC,X,5.0,ground_ball,1,2,2024,-0.1,0.85,0.93,2.6,,,641355.0,2,4,Top,104.03,169.0,,,,,6.549463818280493,-126.80085224654528,-1.664025919529248,-2.2981938722911637,23.37947010402244,-22.808881549988985,3.2,1.56,10.0,71.4,-13.0,88.6,2219,7.0,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.5,0.031,0.046,0.0,1.0,0.0,0.0,2.0,31,4,Cutter,4,0,0,4,0,4,0,4,Standard,Standard,216,0.015,-0.197,64.2,7.8,0.031,0.197,88.0,4,-4,0.904,0.096,31,25,31,25,2,1,5,1,6,1,2.13,0.1,0.1,20.6
FC,2024-09-23,85.8,-1.74,5.1,"Nola, Aaron",670623,605400,,called_strike,,,,,3,"Isaac Paredes grounds out, third baseman Alec Bohm to first baseman Bryce Harper.",R,R,R,PHI,CHC,S,,,1,1,2024,0.08,0.52,0.4,2.95,,,641355.0,2,4,Top,,,,,,,4.978761307337803,-125.0059941948145,0.0803551808047424,-0.0846740950405857,24.11535292118057,-26.895843076846376,3.42,1.56,,,,87.1,2183,7.0,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.53,,,,,,,,31,3,Cutter,4,0,0,4,0,4,0,4,Standard,Standard,217,0.0,-0.06,,,,0.06,,4,-4,0.904,0.096,31,25,31,25,2,1,5,1,6,1,2.55,-0.08,-0.08,20.5
FC,2024-09-23,87.4,-1.72,5.01,"Nola, Aaron",670623,605400,,ball,,,,,14,"Isaac Paredes grounds out, third baseman Alec Bohm to first baseman Bryce Harper.",R,R,R,PHI,CHC,B,,,0,1,2024,-0.17,0.92,1.42,1.33,,,641355.0,2,4,Top,,,,,,,8.01282887550648,-127.1824417991738,-4.760511975906221,-3.298128591397648,23.172988133829556,-21.381767649737153,3.4,1.56,,,,89.1,2175,7.1,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.41,,,,,,,,31,2,Cutter,4,0,0,4,0,4,0,4,Standard,Standard,228,0.0,0.032,,,,-0.032,,4,-4,0.904,0.096,31,25,31,25,2,1,5,1,6,1,2.04,0.17,0.17,19.2
KC,2024-09-23,77.8,-1.59,5.22,"Nola, Aaron",670623,605400,,swinging_strike,,,,,8,"Isaac Paredes grounds out, third baseman Alec Bohm to first baseman Bryce Harper.",R,R,R,PHI,CHC,S,,,0,0,2024,1.36,-1.11,0.02,1.71,,,641355.0,2,4,Top,,,,,,,0.9511577625487684,-113.2795311027337,1.5018647414432795,11.457787200498313,22.81288711377917,-42.22190294603633,3.2,1.56,,,,77.9,2675,6.6,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.91,,,,,,,,31,1,Knuckle Curve,4,0,0,4,0,4,0,4,Standard,Standard,51,0.0,-0.047,69.4,8.8,,0.047,,4,-4,0.904,0.096,31,25,31,25,2,1,5,1,6,1,4.91,-1.36,-1.36,25.6
KC,2024-09-23,78.4,-1.77,5.13,"Nola, Aaron",641355,605400,force_out,hit_into_play,,,,,13,"Cody Bellinger grounds into a force out, first baseman Bryce Harper to shortstop Trea Turner. Michael Busch out at 2nd. Cody Bellinger to 1st.",R,L,R,PHI,CHC,X,3.0,ground_ball,3,2,2024,1.48,-0.76,-1.0,2.32,,,683737.0,1,4,Top,151.27,167.47,,,,,-1.0801753922283408,-114.0650526682366,2.265292511437556,13.084382579435804,22.974613895676377,-39.47357440878927,3.68,1.74,9.0,83.0,-15.0,78.4,2598,6.5,745527,592663,547180,681082,664761,607208,669016,679032,592206,54.0,0.089,0.09,0.0,1.0,0.0,0.0,2.0,30,8,Knuckle Curve,4,0,0,4,0,4,0,4,Standard,Standard,60,0.02,-0.368,59.7,8.0,0.104,0.368,88.0,4,-4,0.884,0.116,31,28,31,29,2,1,5,2,6,1,4.5,-1.48,1.48,17.1
FF,2024-09-23,93.5,-1.72,5.19,"Nola, Aaron",641355,605400,,foul,,,,,8,"Cody Bellinger grounds into a force out, first baseman Bryce Harper to shortstop Trea Turner. Michael Busch out at 2nd. Cody Bellinger to 1st.",R,L,R,PHI,CHC,S,,,3,2,2024,-0.92,1.24,-0.03,2.31,,,683737.0,1,4,Top,,,,,,,6.471383953866893,-135.95855939900284,-4.468908518151586,-12.872700284466584,28.91804231377849,-15.977399333878571,3.68,1.74,187.0,81.1,64.0,94.7,2330,7.0,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.54,,,,,,,,30,7,4-Seam Fastball,4,0,0,4,0,4,0,4,Infield shade,Standard,229,0.0,0.0,71.4,7.3,,0.0,88.0,4,-4,0.884,0.116,31,28,31,29,2,1,5,2,6,1,1.36,0.92,-0.92,20.5
CH,2024-09-23,85.5,-1.88,4.98,"Nola, Aaron",641355,605400,,ball,,,,,13,"Cody Bellinger grounds into a force out, first baseman Bryce Harper to shortstop Trea Turner. Michael Busch out at 2nd. Cody Bellinger to 1st.",R,L,R,PHI,CHC,B,,,2,2,2024,-1.15,0.41,-0.49,1.58,,,683737.0,1,4,Top,,,,,,,5.653605111093219,-124.4261228087911,-2.580827919508214,-13.111406340751293,24.876335950777033,-27.61340230164632,3.81,1.81,,,,86.5,1631,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.58,,,,,,,,30,6,Changeup,4,0,0,4,0,4,0,4,Infield shade,Standard,250,0.0,0.077,,,,-0.077,,4,-4,0.884,0.116,31,28,31,29,2,1,5,2,6,1,2.71,1.15,-1.15,18.4
KC,2024-09-23,78.3,-1.76,5.09,"Nola, Aaron",641355,605400,,foul,,,,,13,"Cody Bellinger grounds into a force out, first baseman Bryce Harper to shortstop Trea Turner. Michael Busch out at 2nd. Cody Bellinger to 1st.",R,L,R,PHI,CHC,S,,,2,2,2024,1.41,-0.8,-0.05,1.09,,,683737.0,1,4,Top,,,,,,,1.092503813145571,-114.04331994154246,-0.2366461573871552,11.982335379768983,22.59624595084162,-39.33232802942469,3.68,1.74,2.0,93.9,-23.0,78.4,2652,6.5,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.99,,,,,,,,30,5,Knuckle Curve,4,0,0,4,0,4,0,4,Standard,Standard,58,0.0,0.0,71.1,8.3,,0.0,93.9,4,-4,0.884,0.116,31,28,31,29,2,1,5,2,6,1,4.54,-1.41,1.41,20.6
SI,2024-09-23,92.5,-1.69,5.21,"Nola, Aaron",641355,605400,,called_strike,,,,,3,"Cody Bellinger grounds into a force out, first baseman Bryce Harper to shortstop Trea Turner. Michael Busch out at 2nd. Cody Bellinger to 1st.",R,L,R,PHI,CHC,S,,,2,1,2024,-1.4,0.82,0.29,3.49,,,683737.0,1,4,Top,,,,,,,8.19221254500662,-134.39428157525367,-0.3051047631249413,-18.820190276014547,31.03037338112597,-22.49069097550408,3.81,1.81,,,,93.1,2280,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.65,,,,,,,,30,4,Sinker,4,0,0,4,0,4,0,4,Standard,Standard,221,0.0,-0.057,,,,0.057,,4,-4,0.884,0.116,31,28,31,29,2,1,5,2,6,1,1.87,1.4,-1.4,22.8
KC,2024-09-23,78.7,-1.73,5.2,"Nola, Aaron",641355,605400,,called_strike,,,,,8,"Cody Bellinger grounds into a force out, first baseman Bryce Harper to shortstop Trea Turner. Michael Busch out at 2nd. Cody Bellinger to 1st.",R,L,R,PHI,CHC,S,,,2,0,2024,1.31,-0.91,-0.21,2.11,,,683737.0,1,4,Top,,,,,,,0.8824246481548587,-114.51273431163192,1.9142315623472137,11.223077529797514,23.558501168323374,-40.74363483056053,3.74,1.81,,,,78.7,2728,6.5,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.96,,,,,,,,30,3,Knuckle Curve,4,0,0,4,0,4,0,4,Standard,Standard,56,0.0,-0.057,,,,0.057,,4,-4,0.884,0.116,31,28,31,29,2,1,5,2,6,1,4.63,-1.31,1.31,21.1
FF,2024-09-23,92.0,-1.56,5.24,"Nola, Aaron",641355,605400,,ball,,,,,12,"Cody Bellinger grounds into a force out, first baseman Bryce Harper to shortstop Trea Turner. Michael Busch out at 2nd. Cody Bellinger to 1st.",R,L,R,PHI,CHC,B,,,1,0,2024,-0.81,1.37,0.89,4.51,,,683737.0,1,4,Top,,,,,,,8.090977508271013,-133.69112894567894,1.089650842346935,-11.50384154330663,31.22460680836721,-16.319597479919207,3.86,1.81,,,,92.9,2272,7.1,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.43,,,,,,,,30,2,4-Seam Fastball,4,0,0,4,0,4,0,4,Standard,Standard,225,0.0,0.056,,,,-0.056,,4,-4,0.884,0.116,31,28,31,29,2,1,5,2,6,1,1.35,0.81,-0.81,22.6
KC,2024-09-23,77.1,-1.87,5.14,"Nola, Aaron",641355,605400,,ball,,,,,13,"Cody Bellinger grounds into a force out, first baseman Bryce Harper to shortstop Trea Turner. Michael Busch out at 2nd. Cody Bellinger to 1st.",R,L,R,PHI,CHC,B,,,0,0,2024,1.12,-0.87,-1.31,2.24,,,683737.0,1,4,Top,,,,,,,-0.8455897174219391,-112.2013368066408,2.439098625307852,9.606336312141156,21.36711308213937,-40.153057615182,3.79,1.76,,,,77.5,2672,6.7,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.82,,,,,,,,30,1,Knuckle Curve,4,0,0,4,0,4,0,4,Standard,Standard,57,0.0,0.036,,,,-0.036,,4,-4,0.884,0.116,31,28,31,29,2,1,5,2,6,1,4.72,-1.12,1.12,20.7
SI,2024-09-23,90.9,-1.79,4.98,"Nola, Aaron",673548,605400,strikeout,called_strike,,,,,6,Seiya Suzuki called out on strikes.,R,R,R,PHI,CHC,S,2.0,,1,2,2024,-1.48,0.66,0.7,2.35,,,683737.0,0,4,Top,,,,,,,9.52911832070494,-132.03396994291646,-2.085337075869017,-19.32459472272339,27.328890805572527,-24.206470214896044,3.25,1.44,,,,92.1,2254,7.1,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.43,,0.0,0.0,1.0,0.0,0.0,,29,4,Sinker,4,0,0,4,0,4,0,4,Standard,Standard,229,0.027,-0.184,,,,0.184,,4,-4,0.857,0.143,31,29,31,30,2,1,5,1,6,1,2.1,1.48,1.48,18.1
FF,2024-09-23,90.2,-1.7,5.24,"Nola, Aaron",673548,605400,,ball,,,,,12,Seiya Suzuki called out on strikes.,R,R,R,PHI,CHC,B,,,0,2,2024,-0.8,1.26,0.29,4.33,,,683737.0,0,4,Top,,,,,,,6.700719040724458,-131.13245755822138,1.0462884577160108,-10.627411645599896,28.756950631721008,-18.09511853166426,3.27,1.51,,,,90.8,2175,6.8,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.7,,,,,,,,29,3,4-Seam Fastball,4,0,0,4,0,4,0,4,Standard,Standard,227,0.0,0.033,,,,-0.033,,4,-4,0.857,0.143,31,29,31,30,2,1,5,1,6,1,1.55,0.8,0.8,20.3
FC,2024-09-23,86.2,-1.74,5.08,"Nola, Aaron",673548,605400,,called_strike,,,,,6,Seiya Suzuki called out on strikes.,R,R,R,PHI,CHC,S,,,0,1,2024,0.06,0.72,0.77,2.05,,,683737.0,0,4,Top,,,,,,,5.913675677025367,-125.47436033316372,-2.498777015327311,-0.4210887812849568,23.171464677611073,-24.250737488364862,3.17,1.46,,,,87.5,2273,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.58,,,,,,,,29,2,Cutter,4,0,0,4,0,4,0,4,Standard,Standard,221,0.0,-0.048,,,,0.048,,4,-4,0.857,0.143,31,29,31,30,2,1,5,1,6,1,2.32,-0.06,-0.06,19.6
FF,2024-09-23,91.9,-1.68,5.17,"Nola, Aaron",673548,605400,,called_strike,,,,,2,Seiya Suzuki called out on strikes.,R,R,R,PHI,CHC,S,,,0,0,2024,-0.91,1.22,0.19,3.0,,,683737.0,0,4,Top,,,,,,,6.754854016941356,-133.59821664657562,-2.2720492721507064,-12.352082725081086,29.696627107512985,-17.261462723647185,3.16,1.44,,,,92.6,2429,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.65,,,,,,,,29,1,4-Seam Fastball,4,0,0,4,0,4,0,4,Standard,Standard,226,0.0,-0.042,,,,0.042,,4,-4,0.857,0.143,31,29,31,30,2,1,5,1,6,1,1.49,0.91,0.91,20.9
FF,2024-09-23,92.4,-1.62,5.19,"Nola, Aaron",683737,605400,single,hit_into_play,,,,,3,Michael Busch singles on a sharp line drive to right fielder Nick Castellanos.,R,L,R,PHI,CHC,X,9.0,line_drive,2,0,2024,-1.09,1.19,0.28,3.05,,,,0,4,Top,186.04,116.06,,,,,7.296049858819653,-134.32073355929683,-2.194518893375963,-14.786670106462434,31.454654721135043,-17.503178143938808,3.09,1.47,149.0,104.0,9.0,93.1,2265,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.57,0.737,0.681,0.9,1.0,1.0,0.0,4.0,28,3,4-Seam Fastball,4,0,0,4,0,4,0,4,Standard,Standard,230,-0.029,0.341,70.7,6.6,0.833,-0.341,104.0,4,-4,0.886,0.114,31,26,31,27,2,1,5,1,6,1,1.5,1.09,-1.09,19.2
CH,2024-09-23,85.7,-1.79,5.12,"Nola, Aaron",683737,605400,,ball,,,,,11,Michael Busch singles on a sharp line drive to right fielder Nick Castellanos.,R,L,R,PHI,CHC,B,,,1,0,2024,-1.22,0.23,-1.15,2.76,,,,0,4,Top,,,,,,,4.029353599217811,-124.8100308053318,0.2502486228749974,-13.571252522561515,25.371841764063017,-30.091304730008883,3.27,1.54,,,,86.7,1543,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.58,,,,,,,,28,2,Changeup,4,0,0,4,0,4,0,4,Standard,Standard,248,0.0,0.069,,,,-0.069,,4,-4,0.886,0.114,31,26,31,27,2,1,5,1,6,1,2.88,1.22,-1.22,16.5
FF,2024-09-23,91.2,-1.68,5.2,"Nola, Aaron",683737,605400,,ball,,,,,12,Michael Busch singles on a sharp line drive to right fielder Nick Castellanos.,R,L,R,PHI,CHC,B,,,0,0,2024,-0.76,1.36,0.04,3.58,,,,0,4,Top,,,,,,,6.012522400315718,-132.7257705175359,-1.1056335430783744,-10.33302181323787,30.18327804235402,-16.13074894089613,3.27,1.66,,,,91.8,2256,6.8,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.71,,,,,,,,28,1,4-Seam Fastball,4,0,0,4,0,4,0,4,Standard,Standard,228,0.0,0.038,,,,-0.038,,4,-4,0.886,0.114,31,26,31,27,2,1,5,1,6,1,1.39,0.76,-0.76,20.1
SI,2024-09-23,91.8,-1.72,5.14,"Nola, Aaron",643565,605400,field_out,hit_into_play,,,,,5,Mike Tauchman flies out sharply to center fielder Johan Rojas.,R,L,R,PHI,CHC,X,8.0,fly_ball,1,1,2024,-1.34,0.66,-0.09,2.82,,,,2,3,Top,106.2,41.33,,,,,7.107771141073295,-133.4609525354935,-1.4507521402752213,-17.502238522188808,28.79554442731449,-24.157137567508705,3.46,1.65,392.0,106.0,23.0,92.8,2259,7.0,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.54,0.874,1.561,0.0,1.0,0.0,0.0,6.0,20,3,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,225,0.01,-0.244,70.4,6.8,2.908,0.244,106.0,2,-2,0.762,0.238,31,33,31,34,2,1,5,1,6,1,2.05,1.34,-1.34,17.8
CH,2024-09-23,87.0,-1.64,5.11,"Nola, Aaron",643565,605400,,ball,,,,,13,Mike Tauchman flies out sharply to center fielder Johan Rojas.,R,L,R,PHI,CHC,B,,,0,1,2024,-1.18,0.1,-0.03,0.9,,,,2,3,Top,,,,,,,6.3688258854028765,-126.62892027339784,-4.191386790552056,-14.005652217525434,24.825672024134818,-30.4742198175103,3.64,1.71,,,,88.2,1618,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.57,,,,,,,,20,2,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,250,0.0,0.029,,,,-0.029,,2,-2,0.762,0.238,31,33,31,34,2,1,5,1,6,1,2.9,1.18,-1.18,18.6
